WH_train_2548	10	89	false	0.0/-0.966535747051239/ExplorationDouble(Set(jishi),Set(kuomintang))	0.0/-0.966535747051239/ExplorationDouble(Set(tibetan),Set(expansion))	0.0/-0.966535747051239/ExplorationDouble(Set(bhutan),Set(hold))	0.0/-0.966535747051239/ExplorationDouble(Set(dilgo, khyentse, rinpoche),Set(control))	0.0/-0.966535747051239/ExplorationDouble(Set(shechen, monastery),Set(available))	0.0/-0.966535747051239/ExplorationDouble(Set(service),Set(buddhist))	0.0/-0.966535747051239/ExplorationDouble(Set(kia, cerato),Set(mandala))	0.0/-0.966535747051239/ExplorationDouble(Set(woman),Set(drukpa))	0.0/-0.966535747051239/ExplorationDouble(Set(shanghai),Set(magelang))	0.0/-10.966535568237305/ExplorationDouble(Set(unify, china),Set(thai, forest, tradition))
WH_train_2554	10	94	false	0.0/-0.966535747051239/ExplorationDouble(Set(turnover),Set(extinction, event))	0.0/-0.966535747051239/ExplorationDouble(Set(mya),Set(eat, food))	0.0/-0.966535747051239/ExplorationDouble(Set(make),Set(coelophysoid))	0.0/-0.966535747051239/ExplorationDouble(Set(beetle),Set(mtv))	0.0/-0.966535747051239/ExplorationDouble(Set(theropod),Set(period))	0.0/-0.966535747051239/ExplorationDouble(Set(matter),Set(abelisaurus))	0.0/-0.966535747051239/ExplorationDouble(Set(mixture),Set(153))	0.0/-0.966535747051239/ExplorationDouble(Set(hollywood),Set(scripps))	0.0/-0.966535747051239/ExplorationDouble(Set(study),Set(pole, borer))	0.0/-10.966535568237305/ExplorationDouble(Set(reason),Set(maryland))
WH_train_2559	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(satrom),Set(democratic, party))
WH_train_2574	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(park),Set(the, americas))
WH_train_2581	9	75	true	0.0/-0.966535747051239/ExplorationDouble(Set(illustrators),Set(person))	0.0/-0.966535747051239/ExplorationDouble(Set(quentin, saxby, blake),Set(stan))	0.0/-0.966535747051239/ExplorationDouble(Set(metro),Set(story))	0.0/-0.966535747051239/ExplorationDouble(Set(antwerp),Set(likhtenberg))	0.0/-0.966535747051239/ExplorationDouble(Set(doolittle, raid),Set(beginning))	0.0/-0.966535747051239/ExplorationDouble(Set(design),Set(jane, hall))	0.0/-0.966535747051239/ExplorationDouble(Set(guangzhou, metro, corporation),Set(curtis, bernhardt))	0.0/-0.966535747051239/ExplorationDouble(Set(lead),Set(group))	0.0/9.033464431762695/ExplorationDouble(Set(stage, lyric),Set(kropotkinskaya))
WH_train_2588	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(kanwal),Set(actor))
WH_train_2646	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(keonjhar),Set(odisha))
WH_train_2661	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(brockovich),Set(for, best, award, academy, actress))
WH_train_2672	1	4	true	0.0/9.033464431762695/ExplorationDouble(Set(aulum),Set(herning, municipality))
WH_train_2673	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(opel),Set(engineer))
WH_train_2680	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(castle),Set(edward, i, of, england))
WH_train_2688	10	92	false	0.0/-0.966535747051239/ExplorationDouble(Set(zeitoper),Set(weimar, republic))	0.0/-0.966535747051239/ExplorationDouble(Set(ning),Set(misfortune))	0.0/-0.966535747051239/ExplorationDouble(Set(torn),Set(role))	0.0/-0.966535747051239/ExplorationDouble(Set(pan-german, league),Set(subordinate))	0.0/-0.966535747051239/ExplorationDouble(Set(commissioner),Set(administration))	0.0/-0.966535747051239/ExplorationDouble(Set(brunswick),Set(prophecy))	0.0/-0.966535747051239/ExplorationDouble(Set(senate),Set(california))	0.0/-0.966535747051239/ExplorationDouble(Set(hewlett-packard),Set(guest))	0.0/-0.966535747051239/ExplorationDouble(Set(tempore),Set(nicolas, roeg))	0.0/-10.966535568237305/ExplorationDouble(Set(take, place),Set(housing, standard))
WH_train_2690	1	4	true	0.0/9.033464431762695/ExplorationDouble(Set(beyeler),Set(riehen))
WH_train_2691	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(eriksberg),Set(gothenburg, municipality))
WH_train_2692	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(pond),Set(lake))
WH_train_2701	10	88	false	0.0/-0.966535747051239/ExplorationDouble(Set(waal),Set(rugby, union, player))	0.0/-0.966535747051239/ExplorationDouble(Set(succeed, robbie, deans),Set(ball))	0.0/-0.966535747051239/ExplorationDouble(Set(george),Set(muncie))	0.0/-0.966535747051239/ExplorationDouble(Set(muncie),Set(founder))	0.0/-0.966535747051239/ExplorationDouble(Set(westfield),Set(indiana))	0.0/-0.966535747051239/ExplorationDouble(Set(rob),Set(manufacturer))	0.0/-0.966535747051239/ExplorationDouble(Set(player),Set(michi, )))	0.0/-0.966535747051239/ExplorationDouble(Set(dyrdek),Set(residence))	0.0/-0.966535747051239/ExplorationDouble(Set(show, scene),Set(munsee, moravian, mission))	0.0/-10.966535568237305/ExplorationDouble(Set(general, motors),Set(cutscene))
WH_train_2717	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(tang),Set(de, la, salle, university))
WH_train_2728	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(habarana),Set(north, central, province))
WH_train_2739	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(bay),Set(gwynedd))
WH_train_2757	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(church),Set(united, states, of, america))
WH_train_2776	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(euroclear),Set(brussels))
WH_train_2780	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(manila),Set(ermita))
WH_train_2785	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(vovousa),Set(epirus, region))
WH_train_2807	1	10	true	0.0/9.033464431762695/ExplorationDouble(Set(east),Set(gateshead))
