WH_train_2548	10	0	false	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(jishi),Set(kuomintang))	0.0/-149.0/Exploitation(Set(jishi),Set(kuomintang))
WH_train_2554	10	0	false	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-50.5/Exploitation(Set(turnover),Set(extinction, event))	0.0/-150.5/Exploitation(Set(turnover),Set(extinction, event))
WH_train_2559	10	0	false	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-50.0/Exploitation(Set(satrom),Set(democratic, party))	0.0/-150.0/Exploitation(Set(satrom),Set(democratic, party))
WH_train_2574	1	2	true	0.0/-146.5/Exploitation(Set(park),Set(the, americas))
WH_train_2581	10	0	false	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-49.5/Exploitation(Set(illustrators),Set(person))	0.0/-149.5/Exploitation(Set(illustrators),Set(person))
WH_train_2588	10	0	false	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-48.5/Exploitation(Set(kanwal),Set(actor))	0.0/-148.5/Exploitation(Set(kanwal),Set(actor))
WH_train_2646	1	1	true	0.0/-143.5/Exploitation(Set(keonjhar),Set(odisha))
WH_train_2661	1	2	true	0.0/-143.5/Exploitation(Set(brockovich),Set(for, best, award, academy, actress))
WH_train_2672	1	1	true	0.0/-148.0/Exploitation(Set(aulum),Set(herning, municipality))
WH_train_2673	10	0	false	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-49.5/Exploitation(Set(opel),Set(engineer))	0.0/-149.5/Exploitation(Set(opel),Set(engineer))
WH_train_2680	1	6	true	0.0/-139.0/Exploitation(Set(castle),Set(edward, i, of, england))
WH_train_2688	10	0	false	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-49.5/Exploitation(Set(zeitoper),Set(weimar, republic))	0.0/-149.5/Exploitation(Set(zeitoper),Set(weimar, republic))
WH_train_2690	1	1	true	0.0/-149.5/Exploitation(Set(beyeler),Set(riehen))
WH_train_2691	10	0	false	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-50.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))	0.0/-150.5/Exploitation(Set(eriksberg),Set(gothenburg, municipality))
WH_train_2692	1	30	true	0.0/-145.0/Exploitation(Set(pond),Set(lake))
WH_train_2701	10	0	false	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-50.0/Exploitation(Set(waal),Set(rugby, union, player))	0.0/-150.0/Exploitation(Set(waal),Set(rugby, union, player))
WH_train_2717	10	0	false	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-150.0/Exploitation(Set(tang),Set(de, la, salle, university))
WH_train_2728	10	0	false	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-50.0/Exploitation(Set(habarana),Set(north, central, province))	0.0/-150.0/Exploitation(Set(habarana),Set(north, central, province))
WH_train_2739	1	5	true	0.0/-145.0/Exploitation(Set(bay),Set(gwynedd))
WH_train_2757	1	36	true	0.0/-145.0/Exploitation(Set(church),Set(united, states, of, america))
WH_train_2776	10	0	false	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-50.0/Exploitation(Set(euroclear),Set(brussels))	0.0/-150.0/Exploitation(Set(euroclear),Set(brussels))
WH_train_2780	1	4	true	0.0/-143.5/Exploitation(Set(manila),Set(ermita))
WH_train_2785	10	0	false	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-150.5/Exploitation(Set(vovousa),Set(epirus, region))
WH_train_2807	1	15	true	0.0/-142.0/Exploitation(Set(east),Set(gateshead))
WH_train_2815	1	1	true	0.0/-146.5/Exploitation(Set(wfnx),Set(lynn))
WH_train_2819	1	43	true	0.0/-146.5/Exploitation(Set(channel),Set(strait))
WH_train_2822	1	30	true	0.0/-145.0/Exploitation(Set(stadium),Set(rugby, football, union))
WH_train_2829	10	0	false	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-50.0/Exploitation(Set(tenby),Set(haverfordwest))	0.0/-150.0/Exploitation(Set(tenby),Set(haverfordwest))
WH_train_2845	10	0	false	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-49.5/Exploitation(Set(ulfat),Set(pashtun, people))	0.0/-149.5/Exploitation(Set(ulfat),Set(pashtun, people))
WH_train_2849	1	77	true	0.0/-146.5/Exploitation(Set(columbia),Set(washington))
WH_train_2858	10	80	false	0.0/-49.0/Exploitation(Set(rock),Set(island))	0.0/-49.0/Exploitation(Set(southeast),Set(island))	0.0/-49.0/Exploitation(Set(j, o),Set(island))	0.0/-49.0/Exploitation(Set(moleta),Set(island))	0.0/-49.0/Exploitation(Set(meaning),Set(island))	0.0/-49.0/Exploitation(Set(hawaii),Set(island))	0.0/-49.0/Exploitation(Set(land, area),Set(island))	0.0/-49.0/Exploitation(Set(day),Set(island))	0.0/-49.0/Exploitation(Set(ownership),Set(island))	0.0/-149.0/Exploitation(Set(fire),Set(island))
WH_train_2873	10	0	false	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-47.0/Exploitation(Set(venetiaan),Set(paramaribo))	0.0/-147.0/Exploitation(Set(venetiaan),Set(paramaribo))
WH_train_2892	1	28	true	0.0/-139.0/Exploitation(Set(man),Set(short, story))
