WH_train_2548	10	48	false	0.0/-49.0/ExplorationDouble(Set(jishi),Set(kuomintang))	0.0/-49.0/Exploitation(Set(rule),Set(kuomintang))	0.0/-49.0/ExplorationDouble(Set(suiyuan, campaign),Set(halliday))	0.0/-49.0/ExplorationDouble(Set(gain, control),Set(office))	0.0/-49.0/ExplorationDouble(Set(deception),Set(critic))	0.0/-49.0/ExplorationDouble(Set(approval),Set(personality, cult))	0.0/-49.0/ExplorationDouble(Set(machu, river, (, yellow),Set(crackdown))	0.0/-49.0/ExplorationDouble(Set(central, military, commission),Set(phu, quoc))	0.0/-49.0/ExplorationDouble(Set(japanese),Set(gansu))	0.0/-149.0/ExplorationDouble(Set(soldier),Set(hunan-hubei-jiangxi))
WH_train_2554	1	62	true	0.0/-149.5/ExplorationDouble(Set(turnover),Set(extinction, event))
WH_train_2559	1	102	true	0.0/-148.0/ExplorationDouble(Set(satrom),Set(democratic, party))
WH_train_2574	1	104	true	0.0/-146.5/ExplorationDouble(Set(park),Set(the, americas))
WH_train_2581	1	101	true	0.0/-146.5/ExplorationDouble(Set(illustrators),Set(person))
WH_train_2588	1	103	true	0.0/-143.5/ExplorationDouble(Set(kanwal),Set(actor))
WH_train_2646	1	100	true	0.0/-143.5/ExplorationDouble(Set(keonjhar),Set(odisha))
WH_train_2661	1	93	true	0.0/-143.5/ExplorationDouble(Set(brockovich),Set(for, best, award, academy, actress))
WH_train_2672	1	4	true	0.0/-148.0/ExplorationDouble(Set(aulum),Set(herning, municipality))
WH_train_2673	1	100	true	0.0/-146.5/ExplorationDouble(Set(opel),Set(engineer))
WH_train_2680	1	89	true	0.0/-139.0/ExplorationDouble(Set(castle),Set(edward, i, of, england))
WH_train_2688	1	40	true	0.0/-146.5/ExplorationDouble(Set(zeitoper),Set(weimar, republic))
WH_train_2690	1	4	true	0.0/-149.5/ExplorationDouble(Set(beyeler),Set(riehen))
WH_train_2691	1	14	true	0.0/-149.5/ExplorationDouble(Set(eriksberg),Set(gothenburg, municipality))
WH_train_2692	1	101	true	0.0/-145.0/ExplorationDouble(Set(pond),Set(lake))
WH_train_2701	1	64	true	0.0/-148.0/ExplorationDouble(Set(waal),Set(rugby, union, player))
WH_train_2717	2	19	true	0.0/-50.0/Exploitation(Set(tang),Set(de, la, salle, university))	0.0/-148.0/ExplorationDouble(Set(tang),Set(de, la, salle, university))
WH_train_2728	1	78	true	0.0/-148.0/ExplorationDouble(Set(habarana),Set(north, central, province))
WH_train_2739	10	106	false	0.0/-49.0/ExplorationDouble(Set(bay),Set(gwynedd))	0.0/-49.0/ExplorationDouble(Set(ap, gruffudd),Set(coast))	0.0/-49.0/ExplorationDouble(Set(eastward),Set(criccieth))	0.0/-49.0/ExplorationDouble(Set(recording, contract),Set(midland))	0.0/-49.0/ExplorationDouble(Set(pacific, ocean),Set(isles, archipelago))	0.0/-49.0/ExplorationDouble(Set(southern, ontario),Set(maentwrog))	0.0/-49.0/ExplorationDouble(Set(fame),Set(tywyn))	0.0/-49.0/ExplorationDouble(Set(horseshoe, island),Set(city, area, bay, metropolitan, statistical))	0.0/-49.0/ExplorationDouble(Set(isthmus),Set(pwllheli))	0.0/-149.0/ExplorationDouble(Set(iberian, peninsula),Set(attraction))
WH_train_2757	1	102	true	0.0/-145.0/ExplorationDouble(Set(church),Set(united, states, of, america))
WH_train_2776	1	101	true	0.0/-148.0/ExplorationDouble(Set(euroclear),Set(brussels))
WH_train_2780	1	100	true	0.0/-143.5/ExplorationDouble(Set(manila),Set(ermita))
WH_train_2785	3	25	true	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-50.5/Exploitation(Set(vovousa),Set(epirus, region))	0.0/-149.5/ExplorationDouble(Set(vovousa),Set(epirus, region))
WH_train_2807	1	109	true	0.0/-142.0/ExplorationDouble(Set(east),Set(gateshead))
WH_train_2815	1	100	true	0.0/-146.5/ExplorationDouble(Set(wfnx),Set(lynn))
WH_train_2819	1	104	true	0.0/-146.5/ExplorationDouble(Set(channel),Set(strait))
WH_train_2822	1	98	true	0.0/-145.0/ExplorationDouble(Set(stadium),Set(rugby, football, union))
WH_train_2829	1	11	true	0.0/-148.0/ExplorationDouble(Set(tenby),Set(haverfordwest))
WH_train_2845	1	12	true	0.0/-146.5/ExplorationDouble(Set(ulfat),Set(pashtun, people))
WH_train_2849	1	102	true	0.0/-146.5/ExplorationDouble(Set(columbia),Set(washington))
WH_train_2858	10	106	false	0.0/-49.0/ExplorationDouble(Set(rock),Set(island))	0.0/-49.0/ExplorationDouble(Set(&, railway, brazos, company, bv, (, valley),Set(samoa))	0.0/-49.0/Exploitation(Set(eidssund),Set(island))	0.0/-49.0/Exploitation(Set(kensington),Set(island))	0.0/-49.0/Exploitation(Set(ryan, mcdonald),Set(island))	0.0/-49.0/ExplorationDouble(Set(fog),Set(nellee, hooper))	0.0/-49.0/Exploitation(Set(ostrov, toporkov),Set(island))	0.0/-49.0/ExplorationDouble(Set(pedestrian),Set(tom, fletcher))	0.0/-49.0/ExplorationDouble(Set(warn, mariner),Set(arch))	0.0/-149.0/ExplorationDouble(Set($),Set(andros))
WH_train_2873	1	16	true	0.0/-139.0/ExplorationDouble(Set(venetiaan),Set(paramaribo))
WH_train_2892	1	102	true	0.0/-139.0/ExplorationDouble(Set(man),Set(short, story))
WH_train_2903	1	9	true	0.0/-143.5/ExplorationDouble(Set(lindeberg),Set(alna))
WH_train_2908	1	6	true	0.0/-146.5/ExplorationDouble(Set(tikhonov),Set(hc, dynamo, moscow))
